asa_code,regex,explanation
105052,"105052: HA:cipher in use (?<italic_text>.+) strong encryption is (?<status>\S+), please reboot to use strong cipher and preferably change the key in use$","When the failover key is configured prior to a license update, the weaker cipher is not switched to a stronger cipher automatically. This syslog is generated, every 30 seconds to alert that a weaker cipher is still being used when a stronger cipher is available. Example % ASA -3-105052 HA cipher in use DES strong encryption is AVAILABLE, please reboot to use strong cipher and preferably change the key in use."
105502,"105502: \(Primary\|Secondary\) Restarting Cloud HA on this unit, reason: (?<string>\S+)$",An error occurred and caused this HA unit to restart Cloud HA. Possible values for the reason string are:
105506,"105506: \(Primary\|Secondary\) Unable to create socket for port (?<port>\S+) for (?<ph_1_____ph_2>\S+), error: (?<error_string>.+?)$",An internal error occurred while attempting to create a socket needed for the failover connection or resonding to Azure load balancer probes.
105507,"105507: \(Primary\|Secondary\) Unable to bind socket for port (?<port>\S+) for (?<ph_1_____ph_2>\S+), error: (?<error_string>.+?)$",An internal error occurred while attempting to start a socket needed for the failover connection or resonding to Azure load balancer probes.
105509,"105509: \(Primary\|Secondary\) Error sending (?<message_name>\S+) message to peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), error: (?<error_string>.+?)$",An error occurred while attempting to send a failover control message to the peer unit.
105510,"105510: \(Primary\|Secondary\) Error receiving message from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), error: (?<error_string>.+?)$",An error occurred while attempting to receive a failover control message to the peer unit.
105512,"105512: \(Primary\|Secondary\) Error receiving message body of message from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), error: (?<error_string>.+?)$",An error occurred while attempting to receive a failover control message to the peer unit.
105514,"105514: \(Primary\|Secondary\) Error occurred when responding to (?<message_name>\S+) message received from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), error: (?<error_string>.+?)$",An error occurred while attempting to receive a failover control message to the peer unit.
105515,"105515: \(Primary\|Secondary\) Error receiving (?<message_name>\S+) message from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), error: (?<error_string>.+?)$",An error occurred while attempting to receive a failover control message to the peer unit.
105517,"105517: \(Primary\|Secondary\) Error receiving message body of (?<message_name>\S+) message from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), error: (?<error_string>.+?)$",An error occurred while attempting to receive a failover control message to the peer unit.
105519,"105519: \(Primary\|Secondary\) Invalid response to (?<message_name>\S+) message received from peer unit (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)): type (?<message_type>\S+), version (?<message_version>\S+), length (?<message_length>\S+)$",An unexpected message was received in response to a failover control message.
105541,"105541: \(Primary\|Secondary\) Failed to update route\-table (?<route_table_name>\S+), provisioning state: (?<state_string>.+)$",A response to an Azure route-table state request was received that contained a provisioningState that indicated a failure to update the route-table.
105545,"105545: \(Primary\|Secondary\) Error starting load balancer probe socket for port (?<port>\S+), error code: (?<error_code>\S+)$",An internal error occurred while attempting to start receiving probes from an Azure Load Balancer. The Active unit will continue to attempt to enable the receiving of probes.
106012,"106012:\s*(?<action>\S+)\s+IP\s+from\s+(?:(?<src_ip>(?:[\d+.]+,[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*)),(?<src_host>\S+))\s+to\s+(?:(?<dest_ip>(?:[\d+.]+,[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*)),(?<dest_host>\S+))\s*,\s*IP\s+options\s*\:?\s+(?:hex\.?,['""](?<ip_options>[^""]+)['""])","An IP packet was seen with IP options. Because IP options are considered a security risk, the packet was discarded."
106014,"106014: (?<action>\w+) (?<direction>\S+) (?<transport>\S+) src (?<src_interface>[^:]+):(?<src_ip>[0-9.]+)(?:\((?<src_host>[^)]+)\))? (?<data>.*)?dst (?<dest_interface>[^:]+):(?<dest_ip>[0-9.]+)(?:\((?<dest_host>[^)]+)\))?(?:\s*\(type\s+(?<icmp_type>\d+),\s+code\s+(?<icmp_code>\d+)\))?","The Secure Firewall ASA denied any inbound ICMP packet access. By default, all ICMP packets are denied access unless specifically allowed."
106020,"106020: Deny IP teardrop fragment \(size = (?<size>\d+), offset = (?<offset>\d+)\) from (?<src_ip>[0-9.]+) to (?<dest_ip>[0-9.]+)",The Secure Firewall ASA discarded an IP packet with a teardrop signature containing either a small offset or fragment overlapping. This is a hostile event that circumvents the Secure Firewall ASA or an Intrusion Detection System.
106023,"106023:\s*(?<action>\S+)\s+(?<transport>\S+)(?:\s+(?<protocol_id>\d+))?\s+src\s+(?<src_interface>[^:\s]+):(?<src_ip>\S+)\s+dst\s+(?<dest_interface>[^:\s]+):(?<dest_ip>\S+)(?:\s*\(type\s+(?<icmp_type>\d+),\s+code\s+(?<icmp_code>\d+)\))?\s+by\s+access-group\s+""(?<access_group>[^""]+)""\s+\[(?<hash_codes>[^\]]+)\]","A real IP packet was denied by the ACL. This message appears even if you do not have the log option enabled for an ACL. The IP address is the real IP address instead of the values that display through NAT. Both user identity information and FQDN information is provided for the IP addresses if a matched one is found. The Secure Firewall ASA logs either identity information (domain\user) or FQDN (if the username is not available). If the identity information or FQDN is available, the Secure Firewall ASA logs this information for both the source and destination."
106027,"106027:\s*(?<action>\S+)\s+(?<transport>\S+)\s+src\s+(?<src_interface>[^:\s]+):(?<src_mac>\S+)\s+dst\s+(?<dest_interface>[^:\s]+):(?<dest_mac>\S+)\s+by\s+access-group\s+""(?<access_group>[^""]+)""",An non IP packet was denied by the ACL. This message is displayed even if you do not have the log option enabled for an extended ACL.
106100,"10610[023]:\s*access-list\s+(?<rule_id>\S+)\s*(?<action>\S+)?\s+(?<transport>\S+)\s+(for\s+user\s+['""]?(?<user>[^\s'""]+)['""]?\s+)?(?<src_interface>[^\/\s]+)\s*\/\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>[^\(\s]+))\s*\(?\s*(?<src_port>\d{1,5})\s*\)?\s*(?:\(\s*(?:(?<src_nt_domain>[\S^\\]+)\\)?(?<src_user>[\w\-_]+)\s*,\s*(?<src_sg_info>[^\)\s]+)\s*\))?\s*(?:\-\>)?\s*(?<dest_interface>[^\/\s]+)\s*\/\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>[^\(\s]+))\s*\(?\s*(?<dest_port>\d{1,5})\s*\)?(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_]+)\s*,\s*(?<dest_sg_info>[^\)\s]+)\s*\))?\s+hit-cnt\s+(?<hit_cnt>\d+)\s*\(?\s*(?:first\s+hit|(?<hit_cnt_interval>\d+)\s*-second\s+interval)\s*\)?\s+(?<hash_codes>[^\]]+])","The initial occurrence or the total number of occurrences during an interval are listed. This message provides more information than message 106023, which only logs denied packets, and does not include the hit count or a configurable level. When an access-list line has the log argument, it is expected that this message ID might be triggered because of a nonsynchronized packet reaching the Secure Firewall ASA and being evaluated by the access list. For example, if an ACK packet is received on the Secure Firewall ASA (for which no TCP connection exists in the connection table), the Secure Firewall ASA might generate message 106100, indicating that the packet was permitted; however, the packet is later correctly dropped because of no matching connection. The following list describes the message values:"
106102,"10610[023]:\s*access-list\s+(?<rule_id>\S+)\s*(?<action>\S+)?\s+(?<transport>\S+)\s+(for\s+user\s+['""]?(?<user>[^\s'""]+)['""]?\s+)?(?<src_interface>[^\/\s]+)\s*\/\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>[^\(\s]+))\s*\(?\s*(?<src_port>\d{1,5})\s*\)?\s*(?:\(\s*(?:(?<src_nt_domain>[\S^\\]+)\\)?(?<src_user>[\w\-_]+)\s*,\s*(?<src_sg_info>[^\)\s]+)\s*\))?\s*(?:\-\>)?\s*(?<dest_interface>[^\/\s]+)\s*\/\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>[^\(\s]+))\s*\(?\s*(?<dest_port>\d{1,5})\s*\)?(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_]+)\s*,\s*(?<dest_sg_info>[^\)\s]+)\s*\))?\s+hit-cnt\s+(?<hit_cnt>\d+)\s*\(?\s*(?:first\s+hit|(?<hit_cnt_interval>\d+)\s*-second\s+interval)\s*\)?\s+(?<hash_codes>[^\]]+])",A packet was either permitted or denied by an access-list that was applied through a VPN filter. This message is the VPN/AAA filter equivalent of message 106100.
106103,"10610[023]:\s*access-list\s+(?<rule_id>\S+)\s*(?<action>\S+)?\s+(?<transport>\S+)\s+(for\s+user\s+['""]?(?<user>[^\s'""]+)['""]?\s+)?(?<src_interface>[^\/\s]+)\s*\/\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>[^\(\s]+))\s*\(?\s*(?<src_port>\d{1,5})\s*\)?\s*(?:\(\s*(?:(?<src_nt_domain>[\S^\\]+)\\)?(?<src_user>[\w\-_]+)\s*,\s*(?<src_sg_info>[^\)\s]+)\s*\))?\s*(?:\-\>)?\s*(?<dest_interface>[^\/\s]+)\s*\/\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>[^\(\s]+))\s*\(?\s*(?<dest_port>\d{1,5})\s*\)?(?:\s*\(\s*(?:(?<dest_nt_domain>[\S^\\]+)\\)?(?<dest_user>[\w\-_]+)\s*,\s*(?<dest_sg_info>[^\)\s]+)\s*\))?\s+hit-cnt\s+(?<hit_cnt>\d+)\s*\(?\s*(?:first\s+hit|(?<hit_cnt_interval>\d+)\s*-second\s+interval)\s*\)?\s+(?<hash_codes>[^\]]+])",A packet was denied by an access-list that was applied through a VPN filter. This message is the VPN/AAA filter equivalent of message106023.
107001,"107001: RIP auth failed from (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)): version=(?<number>\S+), type=(?<string>\S+), mode=(?<string_2>\S+), sequence=(?<number_2>\S+) on (?<interface>\S+) (?<interface_name>\S+)$",The Secure Firewall ASA received a RIP reply message with bad authentication. This message might be caused by a misconfiguration on the router or the Secure Firewall ASA or by an unsuccessful attempt to attack the routing table of the Secure Firewall ASA.
108006,"108006: Detected ESMTP size violation from (?<src_interface>\S+):(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<src_port>\d+) to (?<dst_interface>\S+):(?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<dst_port>\d+); declared size is: (?<decl_size>\S+), actual size is (?<act_size>\S+)$",This event is generated when an ESMTP message size exceeds the size declared in the RCPT command.
109011,"109011: Authen Session Start: (?<user_2>\S+) '(?<user>\S+)', sid (?<number>\S+)$",An authentication session started between the host and the Secure Firewall ASA and has not yet completed.
109012,"109012: Authen Session End: (?<user_2>\S+) '(?<user>\S+)', sid (?<number>\S+), elapsed (?<number_2>\S+) seconds$",The authentication cache has timed out. Users must reauthenticate on their next connection. You can change the duration of this timer with the timeout uauth command.
109027,"109027: \[ (?<aaa_protocol>\S+) \] Unable to decipher response message Server = (?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), User = (?<user>\S+)$",The response from the AAA server cannot be validated. The configured server key is probably incorrect. This message may be displayed during transactions with RADIUS or TACACS+ servers. The server_IP_address is the IP address of the relevant AAA server. The user is the user name associated with the connection.
109032,"109032: Unable to install ACL '(?<access_list>\S+)', downloaded for (?<user_2>\S+) (?<user>\S+); Error in ACE: '(?<ace>\S+)'$","The Secure Firewall ASA received an access control list from a RADIUS server to apply to a user connection, but an entry in the list contains a syntax error. Th euse of a list containing an error could result in the violation of a security policy, so the Secure Firewall ASA failed to authenticate the user."
109038,"109038: Attribute (?<internal_attribute_name>\S+) value ""(?<string_from_server>.+?)"" from AAA server could not be parsed as a (?<type>\S+)$",The AAA subsystem tried to parse an attribute from the AAA server into an internal representation and failed.
109100,"109100: Received (?<coa>\S+) update from (?<coa_source_ip>\S+) for (?<user_2>\S+) ""(?<user>\S+)"", with session ID (?<audit_session_id>\S+), changing authorization attributes\.$","The Secure Firewall ASA has successfully processed the CoA policy update request from coa-source-ip for user username with session id audit-session-id . This syslog message is generated after a change of authorization policy update has been received by the Secure Firewall ASA, validated and applied. In a non-error case, this is the only syslog message that is generated when a change of authorization is received and processed."
109101,"109101: Received (?<coa>\S+) disconnect request from (?<coa_source_ip>\S+) for (?<user_2>\S+) ""(?<user>\S+)"", with session ID: (?<audit_session_id>\S+)\.$",The Secure Firewall ASA has received a correctly formatted Disconnect-Request for an active VPN session and has successfully terminated the connection.
109102,"109102: Received (?<coa>\S+) (?<action_type>\S+) from (?<coa_source_ip>\S+), but cannot find named session (?<audit_session_id>\S+)\.$","The Secure Firewall ASA has received a valid change of authorization request, but the session ID specified in the request does not match any active sessions on the Secure Firewall ASA. This could be the result of the change of authorization server attempting to issue a change of authorization on a session that has already been closed by the user."
109103,"109103: (?<coa>\S+) (?<action_type>\S+) from (?<coa_source_ip>\S+) failed for (?<user_2>\S+) ""(?<user>\S+)"", with session ID: (?<audit_session_id>\S+)\.$","The Secure Firewall ASA has received a correctly formatted change of authorization request, but was unable to process it successfully."
109104,"109104: (?<coa>\S+) \(Action type: (?<action_type>\S+)\) from (?<coa_source_ip>\S+) failed for (?<user_2>\S+) ""(?<user>\S+)"", with session ID: (?<audit_session_id>\S+)\. Action not supported\.$","The Secure Firewall ASA has received a correctly formatted change of authorization request, but did not process it because the indicated action is not supported by the Secure Firewall ASA."
109201,"109201: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Succeeded adding entry\.$","When a VPN user is sucessfully added, this message is generated."
109202,"109202: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Succeeded incrementing entry use$",The VPN user account already exists and successfully incremented the reference count.
109203,"109203: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Failed adding entry\.$",This message is generated when the device failed to apply ACL rules for newly created user entry.
109204,"109204: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Succeeded applying filter\.$",This message is generated when the device failed to apply ACL rules for newly created user entry.
109205,"109205: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Failed applying filter\.$",This message is generated when the user entry already exists and failed to apply new rules to session on interface.
109206,"109206: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Removing stale entry added (?<hours>\S+) ago\.$",This message is generated when the device failed to add user entry due to collision and has removed stale entry.
109207,"109207: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Succeeded updating entry\.$",This message is generated when the device has successfully applied rules for user on interface.
109208,"109208: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Failed updating entry \- no entry\.$",This message is generated when the device has failed to update user entry with new rules.
109209,"109209: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Failed updating filter for entry\. Entry was allocated to Session=(?<session_2>\S+), User=(?<user_2>\S+) (?<hours>\S+) ago\.$",This message is generated when the device has failed to update the rules in user entry due to collision.
109210,"109210: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Succeeded removing entry\.$",This message is generated when the device has successfully removed the rules for user during tunnel torn down.
109211,"109211: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Succeeded decrementing entry use\.$",This message is generated when the reference count decremented successfully after tunnel removal.
109212,"109212: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), Failed removing entry \- (?<reason_string>.+)\.$","This message is generated when the device fails to delete due to invalid address, missing entry, or bad entry."
109213,"109213: UAUTH: Session=(?<session>\S+), User=(?<user>\S+), Assigned IP=(?<ip_address>\S+), Failed removing entry\. Address was allocated to Session=(?<session_2>\S+), User=(?<user_2>\S+) (?<hours>\S+) ago\.$",This message is generated when the device fails to delete due to collision in user entry.
111010,"111010: User '?(?<user>\S+)', running '(?<source_app>[^']+)' from IP (?<src_ip>\S+), executed '(?<cmd>[^']+)",A user made a configuration change.
113004,"11300[45]:\s*AAA\s+user\s+(?:authentication|(?<signature>\S+))\s+(?<action>\S+)\s*:(?:\s*reason\s*=\s*(?<reason>.*[^:\s])\s*:)?\s*server\s*=\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*[:,]\s*[uU]ser\s*=\s*(?<user>[^:\s]+)(?:\s*:\s*user\s+IP\s*=\s*(?<src_ip>\S+))?","The AAA operation on an IPsec or WebVPN connection has been completed successfully. The AAA types are authentication, authorization, or accounting. The server_IP_address is the IP address of the relevant AAA server. The user is the user name associated with the connection."
113018,"113018: User: '(?<user>\S+)', Unsupported downloaded ACL Entry: '(?<acl_entry>\S+)', Action: '(?<action>\S+)'$",An ACL entry in unsupported format was downloaded from the authentication server. The following list describes the message values:
113019,"113019:\s*Group *= *(?<group>[^,]+)\s*,\s*Username\s*=\s*(?<user>[^,\s]+)\s*,\s*IP\s*=\s*(?<src_ip>\S+)\s*,\s*Session\s+disconnected\s*.\s*Session\s+Type\s*:\s*(?<signature>[^,\s]+)\s*,\s*[Dd]uration:?\s*(?:(?<duration_day>\d+)[dD])?\s*(?<duration_hour>\d+)[Hh]?\s*:\s*(?<duration_minute>\d+)[Mm]?\s*:\s*(?<duration_second>\d+)[Ss]?\s*,\s*Bytes\s+xmt\s*:\s*(?<bytes_out>\d+)\s*,\s*Bytes\s+rcv\s*:\s*(?<bytes_in>\d+)\s*,\s*Reason\s*:\s*(?<reason>.+)",An indication of when and why the longest idle user is disconnected.
113024,"113024: Group (?<tg>\S+): Authenticating (?<type>\S+) connection from (?<ip>\S+) with (?<user_2>\S+), (?<user>\S+), from client certificate$",The prefill username feature overrides the username with one derived from the client certificate for use in AAA.
113030,"113030: Group (?<group>\S+) User (?<user>\S+) IP (?<ipaddr>\S+) User ACL (?<acl>\S+) from AAA doesn't exist on the device, terminating connection\.$",The specified ACL was not found on the Secure Firewall ASA.
113034,"113034: Group (?<group>\S+) User (?<user>\S+) IP (?<ipaddr>\S+) User ACL (?<acl>\S+) from AAA ignored, AV\-PAIR ACL used instead\.$",The specified ACL was not used because a Cisco AV-PAIR ACL was used.
113037,"113037: Group <(?<group>\S+)> User <(?<user>\S+)> IP <(?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))> Reboot pending, new sessions disabled\. Denied (?<user_2>\S+) login\.$",A user was unable to log in to WebVPN because the Secure Firewall ASA is in the process of rebooting.
113039,"113039: *Group *<?(?<group>[^>]+)>?\s*User\s*<?(?<user>[^>\s]+)>?\s*IP\s*<?(?<src_ip>[^\>,\s]+)>?\s+(?<signature>\S+)","The AnyConnect session has started for the user in this group at the specified IP address. When the user logs in via the AnyConnect login page, the AnyConnect session starts."
115000,"115000: Critical assertion in process: (?<italic_text>.+) fiber: (?<italic_text_2>.+) , component: (?<italic_text_3>.+) , subcomponent: (?<italic_text_4>.+) , file: (?<filename>\S+) , line: (?<italic_text_5>.+) , cond: (?<condition>\S+)$","The critical assertion has gone off and is used during development in checked builds only, but never in production builds."
115001,"115001: Error in process: (?<italic_text>.+) fiber: (?<italic_text_2>.+) , component: (?<italic_text_3>.+) , subcomponent: (?<italic_text_4>.+) , file: (?<filename>\S+) , line: (?<italic_text_5>.+) , cond: (?<condition>\S+)$","An error assertion has gone off and is used during development in checked builds only, but never in production builds."
115002,"115002: Warning in process: (?<italic_text>.+) fiber: (?<italic_text_2>.+) , component: (?<italic_text_3>.+) , subcomponent: (?<italic_text_4>.+) , file: (?<filename>\S+) , line: (?<italic_text_5>.+) , cond: (?<condition>\S+)$","A warning assertion has gone off and is used during development in checked builds only, but never in production builds."
120012,"120012: User ""(?<user>\S+)"" chose to (?<choice>\S+) call\-home anonymous reporting at the prompt\.$","The administrator was notified that a user has responded to the Smart Call Home prompt to enable, disable, or postpone anonymous reporting."
199010,"199010: Signal (?<number>\S+) caught in process/fiber \((?<rtcli_async_executor_process>\S+)\)/\((?<rtcli_async_executor>\S+)\) at address (?<ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)), corrective action at (?<ip_2>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))$",The system has recovered from a serious error.
199011,"199011: Close on bad channel in process/fiber (?<process_name>\S+)/(?<fiber_name>\S+), channel ID (?<p>\S+), channel state (?<channel_state>\S+)$",An unexpected channel close condition has been detected.
199012,"199012: Stack overflow during (?<new_stack_call>\S+) in process/fiber (?<process_name>\S+)/(?<fiber_name>\S+), call target (?<f>\S+), stack size (?<s>\S+)$",A stack overflow condition has been detected.
302003,(?:302003: Built H245 connection for faddr (?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)) laddr (?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<dst_port>\d+)|%ASA-\d+-302003: Built H245 connection for faddr (?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<src_port>\d+) laddr (?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)))$,An H.245 connection has been started from the foreign_ip_address to the local_ip_address. The Secure Firewall ASA has detected the use of an Intel Internet Phone. The foreign port (foreign_port ) only appears on connections from outside the Secure Firewall ASA. The local port value (local_port ) only appears on connections that were started on an internal interface.
302004,(?:302004: Pre\-allocate H323 \(\?:TCP | UDP\) backconnection for faddr (?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)) to laddr (?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<dst_port>\d+)|%ASA-\d+-302004: Pre\-allocate H323 \(\?:TCP | UDP\) backconnection for faddr (?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<src_port>\d+) to laddr (?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)))$,An H.323 UDP back connection has been preallocated to the foreign address (foreign_ip_address) from the local address (local_ip_address). The Secure Firewall ASA has detected the use of an Intel Internet Phone. The foreign port (foreign_port) only appears on connections from outside the Secure Firewall ASA. The local port value (local_port) only appears on connections that were started on an internal interface.
302010,"302010: (?<connections>\d+) in use, (?<connections_2>\d+) most used$",Provides information on the number of connections that are in use and most used.
302012,(?:302012: Pre\-allocate H225 Call Signalling Connection for faddr (?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)) to laddr (?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<dst_port>\d+)|%ASA-\d+-302012: Pre\-allocate H225 Call Signalling Connection for faddr (?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<src_port>\d+) to laddr (?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)))$,An H.225 secondary channel has been preallocated.
