asa_code,regex,explanation
725005,725005: SSL server (?<peer_type>\S+):(?<interface>\S+)/(?<src_ip>\S+) to (?<src_port>\S+)/(?<dst_ip>\S+) requesting our device certificate for authentication$,The server has requested the certificate of the Secure Firewall ASA for authentication.
725009,725009: Device proposes the following (?<n>\S+) cipher\(s\) to server (?<interface>\S+):(?<src_ip>\S+)/(?<src_port>\d+) to (?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+))/(?<dst_port>\d+)$,The number of ciphers proposed to the SSL server are listed.
725010,725010: *Device +supports +the +following +(?<supported_ciphers>\d+),The number of ciphers supported by the Secure Firewall ASA for an SSL session are listed.
725011,725011:?\s*Cipher\s*\[\s*(?<order>\d+) *\] *: *(?<cipher_name>.+),"Always following messages 725008, 725009, and 725010, this message indicates the cipher name and its order of preference."
725013,725013: SSL server (?<interface>\S+):(?<src_ip>\S+)/(?<src_port>\S+) to (?<dst_ip>\S+)/(?<dst_port>\S+) chooses cipher (?<cipher>\S+)$,The cipher that was chosen by the server for the SSL session is identified.
725015,725015: Error verifying client certificate\. Public key size in client certificate \((?<actual_key_size>\S+) bits\) exceeds the maximum supported key size of (?<ideal_key_size>\S+) bits$,The verification of an SSL client certificate failed because of an unsupported (large) key size.
725021,725021: Device preferring (?<cipher_suite>\S+) cipher\(s\)\. Connection info: (?<interface>\S+) :(?<src_ip>\S+) /(?<src_port>\S+) to (?<dst_ip>\S+) /(?<dst_port>\S+)$,The cipher suites being preferred when negotiating the handshake is listed in this message.
725022,725022: Device skipping cipher : (?<cipher>\S+) \- (?<reason>\S+)\. Connection info: (?<interface>\S+) :(?<src_ip>\S+) /(?<src_port>\S+) to (?<dst_ip>\S+) /(?<dst_port>\S+)$,This syslog displays the reason for skipping a particular cipher in a list of cipher suites when negotiating the handshake.
725025,725025: SSL Pre\-auth connection rate limit hit (?<s>\S+) watermark$,"When the device reaches the rate-limit threshold for the number of pre-authenticated SSL connections. This message appears when the number of pre-authenticated SSL connections is high (90% of the limit) or when it is low (70% of the limit). The syslog is rate-limited to one syslog for every 10 seconds. In this message, s denotes high or low of the threshold limit."
726001,726001: Inspected (?<im_protocol>\S+) (?<im_service>\S+) Session between Client (?<im_client_1>\S+) Packet flow from (?<im_client_2>\S+):/(?<src_interface>\S+)/(?<src_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)) to (?<src_port>\d+):/(?<dst_interface>\S+)/(?<dst_ip>(?:\[[^\]]+\]|(?:(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)\.){3}(?:25[0-5]|2[0-4]\d|1\d\d|[1-9]?\d)|[0-9a-fA-F:.]+)) Action: (?<dst_port>\d+) (?<action>\S+)$,An IM inspection was performed on an IM message and the specified criteria were satisfied. The configured action is taken.
730001,730001: Group <(?<groupname>\S+)> User <(?<user>\S+)> IP <(?<ipaddr>\S+)> VLAN Mapping to VLAN <(?<vlanid>\S+)>\.$,VLAN mapping succeeded.
730002,730002: Group <(?<groupname>\S+)> User <(?<user>\S+)> IP <(?<ipaddr>\S+)> VLAN Mapping to VLAN <(?<vlanid>\S+)> failed\.$,VLAN mapping failed.
730003,730003: IP (?<ipaddr>\S+) egress VLAN ID is set to (?<vlanid>\S+)\.$,ASA receives an SNMP set message from NACApp to set the new VLAN ID for the session.
730004,730004: Group (?<groupname>\S+) User (?<user>\S+) IP (?<ipaddr>\S+) VLAN ID (?<vlanid>\S+) from AAA ignored\.$,"The VLAN ID received from AAA is different from the current one in use, and it is ignored for the current session."
730005,730005: Group (?<dfltgrppolicy>\S+) User (?<user>\S+) IP (?<ip>\S+) VLAN ID (?<vlan_id>\S+) from AAA is invalid\.$,"A VLAN mapping error has occurred. A VLAN may be out of range, unassigned to any interfaces, or assigned to multiple interfaces."
730007,730007: Group (?<groupname>\S+) User (?<user>\S+) IP (?<ipaddr>\S+) changed VLAN to (?<vlan>\S+) ID (?<vlanid>\S+)\.$,"NACApp (Cisco NAC appliance) posture assessment is done with the session, the VLAN is changed from AUTH VLAN to a new VLAN."
730010,730010: Group (?<groupname>\S+) User (?<ph_1>\S+) IP (?<ipaddr>\S+) VLAN Mapping is enabled on VLAN (?<vlanid>\S+)\.$,VLAN mapping is enabled in the session.
733102,733102: Threat\-detection adds host (?<host>\S+) to shun list$,"A host has been shunned by the threat detection engine. When the threat-detection scanning-threat shun command is configured, the attacking hosts will be shunned by the threat detection engine."
733103,733103: Threat\-detection removes host (?<host>\S+) from shun list$,"A host has been shunned by the threat detection engine. When you use the clear-threat-detection shun command, the specified host will be removed from the shunned list."
733104,733104: TCP Intercept SYN flood attack detected to (?<host_ip>\S+)/(?<host_port>\S+) \((?<real_ip>\S+)/(?<real_port>\d+)\)\. Average rate of (?<avg_rate>\S+) SYNs/sec exceeded the threshold of (?<threshold_rate>\S+)\.$,"The Secure Firewall ASA is under Syn flood attack and protected by the TCP intercept mechanism, if the average rate for intercepted attacks exceeds the configured threshold. The message is showing which server is under attack and where the attacks are coming from."
733105,733105: TCP Intercept SYN flood attack detected to (?<host_ip>\S+)/(?<host_port>\S+) \((?<real_ip>\S+)/(?<real_port>\d+)\)\. Burst rate of (?<burst_rate>\S+) SYNs/sec exceeded the threshold of (?<threshold_rate>\S+)\.$,"The Secure Firewall ASA is under Syn flood attack and protected by the TCP intercept mechanism, if the burst rate for intercepted attacks exceeds the configured threshold. The message is showing which server is under attack and where the attacks are coming from."
734004,734004: DAP: Processing error: Code (?<internal>\S+)$,A DAP processing error occurred.
735001,735001: Cooling Fan (?<var1>\S+): OK$,A cooling fan has been restored to normal operation.
735002,735002: Cooling Fan (?<var1>\S+): Failure Detected$,A cooling fan has failed.
735003,735003: Power Supply (?<var1>\S+): OK$,A power supply has been restored to normal operation.
735004,735004: Power Supply (?<var1>\S+): Failure Detected$,"AC power has been lost, or the power supply has failed."
735011,735011: Power Supply (?<var1>\S+): Fan OK$,The power supply fan has returned to a working operating state.
735012,735012: Power Supply (?<var1>\S+): Fan Failure Detected$,The power supply fan has failed.
735013,735013: Voltage Channel (?<var1>\S+): Voltage OK$,A voltage channel has returned to a normal operating level.
735014,735014: Voltage Channel (?<var1>\S+): Voltage Critical$,A voltage channel has changed to a critical level.
735022,735022: CPU(?<num>\S+) is running beyond the max thermal operating temperature and the device will be shutting down immediately to prevent permanent damage to the CPU$,"The Secure Firewall ASA has detected a CPU running beyond the maximum thermal operating temperature, and will shut down immediately after detection."
735023,735023: (?<device>\S+) was previously shutdown due to the CPU complex running beyond the max thermal operating temperature\. The chassis needs to be inspected immediately for ventilation issues$,"At boot time, the Secure Firewall ASA detected a shutdown that occurred because a CPU was running beyond the maximum safe operating temperature. Using the show environment command will indicate that this event has occurred."
735024,735024: CPU(?<var1>\S+) Voltage Regulator is running beyond the max thermal operating temperature and the device will be shutting down immediately\. The chassis and CPU need to be inspected immediately for ventilation issues$,The IO hub temperature has returned to the normal operating temperature.
735025,735025: (?<var1>\S+) was previously shutdown due to a CPU Voltage Regulator running beyond the max thermal operating temperature\. The chassis and CPU need to be inspected immediately for ventilation issues$,The IO hub temperature has a critical temperature.
735027,735027: CPU (?<cpu_num>\S+) Voltage Regulator is running beyond the max thermal operating temperature and the device will be shutting down immediately\. The chassis and CPU need to be inspected immediately for ventilation issues\.$,"The Secure Firewall ASA has detected a CPU voltage regulator running beyond the maximum thermal operating temperature, and shuts down immediately after detection."
741000,741000: Coredump filesystem image created on (?<variable_1>\S+) \- size (?<variable_2>\S+) MB$,A core dump file system was successfully created. The file system is used to manage core dumps by capping the amount of disk space that core dumps may use.
741001,741001: Coredump filesystem image on (?<variable>\S+) \- resized from (?<variable_2>\S+) MB to (?<variable_3>\S+) MB$,The core dump file system has been successfully resized.
741002,741002: Coredump log and filesystem contents cleared on (?<variable_1>\S+)$,"All core dumps have been deleted from the core dump file system, and the core dump log has been cleared. The core dump file system and coredump log are always synchronized with each other."
741003,741003: Coredump filesystem and it's contents removed on (?<variable_1>\S+)$,"The core dump file system and its contents have been removed, and the core dump feature has been disabled."
741005,741005: Coredump operation '(?<variable_1>\S+)' failed with error (?<variable_2_variable_3>\S+)$,An error occurred during the performance of a core dump-related operation.
742005,742005: cipher text (?<enc_pass>\S+) is not compatible with the configured master key or the cipher text has been tampered$,"An attempt to decrypt a password failed. The password may have been encrypted using a primary key that is different from the current primary key, or the encrypted password has been changed from its original form."
742008,742008: password (?<enc_pass>\S+) decryption failed due to decoding error$,"Password decryption failed because of decoding errors, which may occur if the encrypted password has been modified after being encrypted."
742010,742010: encrypted password (?<enc_pass>\S+) is not well formed$,"The encrypted password provided in the command is not well formed. The password may not be a valid, encrypted password, or it may have been modified since it was encrypted."
743000,743000: The PCI device with vendor ID: (?<vendor_id>\S+) device ID: (?<device_id>\S+) located at bus:device\.function \(hex\) (?<bus_num>\S+):(?<dev_num>\S+)\.(?<func_num>\S+) has a link (?<link_attr_name>\S+) of (?<actual_link_attr_val>\S+) when it should have a link (?<link_attr_name_2>\S+) of (?<expected_link_attr_val>\S+)$,"A PCI device in the system is not configured correctly, which may result in the system not performing at its optimum level."
743004,743004: System is not fully operational \- The PCI device with vendor ID: (?<vendor_id>\S+) \((?<vendor_name>\S+)\) device ID: (?<device_id>\S+) \((?<device_name>\S+)\) could not be found in the system\.$,A PCI device in the system that is needed for it to be fully operational was not found.
743010,743010: EOBC RPC server failed to start for client module (?<client_name>\S+)\.$,The service failed to start for a particular client of the EOBC RPC service on the server.
746001,746001: (?<user_2>\S+)\-identity: (?<ph_0___to_ip_address_databases>\S+) started$,"A database (user groups, hostnames, or IP addresses) download has started."
746002,746002: (?<user_2>\S+)\-identity: (?<ph_0___to_ip_address_databases>\S+) complete$,"A database (user groups, hostnames, or IP addresses) download has completed."
746003,746003: (?<user_2>\S+)\-identity: (?<ph_0___to_ip_address_databases>\S+) failed \- (?<reason>\S+)$,"A database (user groups, hostnames, or IP addresses) download has failed because of a timeout."
746004,746004: (?<user>\S+)\-identity: Total number of activated (?<user_2>\S+) groups exceeds the maximum number of (?<max_groups>\S+) groups for this platform$,The total number of activated user groups exceeds the maximum number of 256 user groups for this platform.
746005,746005: (?<user>\S+)\-identity: The AD Agent (?<ad_agent_ip_address>\S+) cannot be reached \- (?<reason>\S+)(?<action>\S+)$,"The ASA cannot reach the AD agent. There has been no response from the AD agent, or the RADIUS registration failed because the buffer was too small."
746007,746007: (?<user_2>\S+)\-identity: (?<netbios>\S+) response failed from User (?<user>\S+) at (?<user_ip>\S+)$,No NetBIOS response was received for the number of retries made.
746008,746008: (?<user>\S+)\-identity: (?<netbios>\S+) Logout Probe Process started$,The NetBIOS process has started.
746009,746009: (?<user>\S+)\-identity: (?<netbios>\S+) Logout Probe Process stopped$,The NetBIOS process has stopped.
746010,746010: (?<user>\S+)\-identity: Update import\-(?<user_2>\S+) (?<domain_name>\S+) \- Import Failed (?<group_name>\S+)$,"Entering the user-identity update import-user username command failed to update a user element. Reasons for failure include the following: timeout, partial update, import aborted, group does not exist, or no reason given."
746011,746011: (?<user>\S+)\-identity: Total number of users created exceeds the maximum number of (?<max_users>\S+) for this platform$,The AD group has more than the hard-coded maximum number (64000) of levels. Too many users have been configured in the activated policy.
746017,746017: (?<user>\S+)\-identity: Update import\-(?<user_2>\S+) (?<domain_name>\S+) issued$,The user-identity update import-user command has been issued.
746018,746018: (?<user>\S+)\-identity: Update import\-(?<user_2>\S+) (?<domain_name>\S+) done$,"The user-identity update import-user command has been issued, and the import has been completed successfully."
746019,746019: (?<user>\S+)\-identity: (?<update>\S+) AD Agent (?<remove>\S+) IP\-(?<user_2>\S+) mapping (?<ad_agent_ip_address>\S+) \- (?<user_ip>\S+)\\(?<domain_name>\S+) failed$,The ASA failed to update or remove an IP-user mapping on the AD agent.
747004,747004: State machine changed from state (?<state_name>\S+) to (?<state_name_2>\S+)$,The cluster FSM has progressed to a new state.
747006,747006: State machine is at state (?<state_name>\S+)$,"The cluster FSM moved to a stable state; that is, Disabled, Slave, or Master."
747009,747009: Fatal error due to failure to creat RPC server for module (?<italic_text>.+)$,The Secure Firewall ASA failed to create an RPC server.
747011,747011: Memory allocation failure\. Failed to allocate (?<bytes>\S+)$,A memory allocation failure occurred in clustering.
747015,747015: Forcing stray member (?<unit_name>\S+) to leave the cluster$,A stray cluster member has been found.
747017,747017: Failed to enroll unit (?<unit_name>\S+) due to maximum member limit\[(?<limit_value>\S+)\] reached$,The Secure Firewall ASA failed to enroll a new unit because the maximum member limit has been reached.
747018,747018: State progression failed due to timeout in module (?<module_name>\S+)$,The cluster FSM progression has timed out.
747020,747020: New cluster member (?<unit_name>\S+) rejected due to encryption license mismatch$,The control unit found that a new joining unit has an incompatible encryption license.
747025,747025: New cluster member (?<unit_name>\S+) rejected due to firewall mode mismatch\.(?<reason>\S+)$,A control unit found a joining unit that has an incompatible firewall mode.
747027,747027: Failed to enroll unit (?<unit_name>\S+) due to insufficient size of cluster pool (?<pool_name>\S+)(?<context_name>\S+)$,A control unit could not enroll a joining unit because of the size limit of the minimal cluster pool configured.
747029,747029: Unit (?<unit_name>\S+) is quitting due to Cluster Control Link down\.$,A unit disabled clustering because of a cluster interface failure.
747030,747030: Asking data node (?<unit_name>\S+) to quit because it failed (?<interface>\S+) health check (?<x>\S+) times \(last failure on (?<interface_name>\S+)\)\. Clustering must be manually enabled on the unit to rejoin\.$,An interface health check has failed and the maximum number of rejoin attempts has been exceeded. A data unit has disabled clustering because of an interface health check failure.
747031,747031: Platform mismatch between cluster control node \((?<platform_type>\S+)\) and joining unit (?<unit_name>\S+) \((?<platform_type_2>\S+)\)\. (?<unit_name_2>\S+) aborting cluster join\.$,The joining unit's platform type does not match with that of the cluster control unit.
747032,747032: Service module mismatch between cluster control node \((?<module_name>\S+)\) and joining unit (?<unit_name>\S+) \((?<module_name_2>\S+)\) in slot (?<slot_number>\S+)\. (?<unit_name_2>\S+) aborting cluster join\.$,The joining unit's external modules are not consistent (module type and order in which they are installed) with those on the cluster control unit.
747033,747033: Interface mismatch between cluster control node and joining unit (?<unit_name>\S+)\. (?<unit_name_2>\S+) aborting cluster join\.$,The joining unit's interfaces are not the same as those on the cluster control unit.
747034,747034: Unit (?<unit_name>\S+) is quitting due to Cluster Control Link down \((?<number_times>\S+) times after last rejoin\)\. Rejoin will be attempted after (?<minutes>\S+) minutes\.$,Cluster Control Link down and the unit is kicked out with rejoin.
747035,747035: Unit (?<unit_name>\S+) is quitting due to Cluster Control Link down\. Clustering must be manually enabled on the unit to rejoin\.$,Cluster Control Link down and the unit is kicked out without rejoin.
747036,747036: Application software mismatch between cluster control node (?<italic_text>.+) \((?<italic_text_2>.+)\) and joining unit \((?<italic_text_3>.+)\)\. (?<italic_text_4>.+) aborting cluster join\.$,The applications on control unit and the joining data unit are not the same. Data unit will be kicked out.
747039,747039: Unit (?<unit_name>\S+) is quitting due to system failure for (?<num>\S+) time\(s\) \(last failure is (?<italic_text>.+)\)\. Rejoin will be attempted after (?<minutes>\S+) minutes\.$,"Clustering system failure, and the unit kicks itself out with rejoin"
747040,747040: Unit (?<unit_name>\S+) is quitting due to system failure for (?<num>\S+) time\(s\) \(last failure is (?<italic_text>.+)\)\. Clustering must be manually enabled on the unit to rejoin\.$,Clustering system failure and the unit kicks itself out without rejoin
747042,747042: Control node received the config hash string request message from an unknown member with id (?<cluster_member_id>\S+)$,Control unit received the config hash string request event.
747044,747044: Configuration Hash string verification (?<result>\S+)\.$,The result of configuration hash string comparison..
748001,748001: Blade (?<slot_number>\S+) in chassis (?<chassis_number>\S+) is leaving the cluster due to a chassis configuration change$,"A cluster control link has changed in the MIO, a cluster group has been removed in the MIO, or a blade module has been removed in the MIO configuration."
748003,748003: Module (?<slot_number>\S+) in chassis (?<chassis_number>\S+) is leaving the cluster due to a chassis health check failure$,"The blade cannot talk to the MIO, so it relies on the MIO to detect this communication problem and de-bundle the data ports. If data ports are de-bundled, the Secure Firewall ASA will be kicked out by an interface health check."
748004,748004: Module (?<slot_number>\S+) in chassis (?<chassis_number>\S+) is re\-joining the cluster due to a chassis health check recovery$,"The MIO blade health check has recovered, and the Secure Firewall ASA tries to rejoin the cluster."
748005,748005: Failed to bundle the ports for module (?<slot_number>\S+) in chassis (?<chassis_number>\S+); clustering is disabled$,The MIO failed to bundle the ports for itself.
748006,748006: Asking module (?<slot_number>\S+) in chassis (?<chassis_number>\S+) to leave the cluster due to a port bundling failure$,"The MIO failed to bundle ports for a blade, so the blade has been kicked out."
748007,748007: Failed to de\-bundle the ports for module (?<slot_number>\S+) in chassis (?<chassis_number>\S+); traffic may be black holed$,The MIO failed to de-bundle the ports.
748008,748008: \(\?:CPU\\\ load\\\ (?<percentage>\S+)%%\|memory\\\ load\\\ (?<percentage_2>\S+)%%\) of module (?<slot_number>\S+) in chassis (?<chassis_number>\S+) \((?<member_name>\S+)\) exceeds overflow protection threshold \(\?:CPU\\\ (?<percentage_3>\S+)%%\|Memory\\\ (?<percentage_4>\S+)%%\)\. System may be oversubscribed on member failure\.$,"The CPU load has exceeded (N-1)/N, where N is the total number of active cluster members, or the memory load has exceeded (100 – x) * (N – 1) / N + x, where N is the number of cluster members, and x is the baseline memory usage of the last joining member."
748009,748009: \(\?:CPU\\\ load\\\ (?<percentage>\S+)%%\|memory\\\ load\\\ (?<percentage_2>\S+)%%\) of chassis (?<chassis_number>\S+) exceeds overflow protection threshold \(\?:CPU\\\ (?<percentage_3>\S+)%%\|Memory\\\ (?<percentage_4>\S+)%%\)\. System may be oversubscribed on chassis failure\.$,The chassis traffic load exceeded a certain threshold.
748100,748100: (?<application_name>\S+) (?<application>\S+) status is changed from (?<status>\S+) to (?<status_2>\S+)$,Detect the application status change from one state to another. Application status change will trigger application health check mechanism.
748101,748101: Peer unit (?<unit_id>\S+) reported its (?<application_name>\S+) (?<application>\S+) status is (?<status>\S+)$,Peer unit reported application status change that will trigger application health check mechanism.
748201,748201: (?<italic_text>.+) (?<application>\S+) on module (?<italic_text_2>.+) in chassis (?<italic_text_3>.+) is (?<status>\S+)$,Status of the application in the service chain gets changed.
748202,748202: Module (?<module_id>\S+) in chassis (?<italic_text>.+) is leaving the cluster due to (?<italic_text_2>.+) (?<application_2>\S+) failure$,"Unit will be kicked out of cluster if the application such as vDP, fails."
748203,748203: Module (?<module_id>\S+) in chassis (?<italic_text>.+) is re\-joining the cluster due to a service chain (?<application>\S+) recovery$,"Unit automatically rejoins the cluster if the service chain application such as vDP, recovers."
750001,750001: Local:(?<italic_text>.+) :(?<italic_text_2>.+) Remote:(?<italic_text_3>.+) : (?<italic_text_4>.+) Username: (?<user>\S+) Received request to (?<request>\S+) an IPsec tunnel; local traffic selector = (?<italic_text_5>.+) ; remote traffic selector = (?<italic_text_6>.+)$,"A request is being made for an operation on the IPsec tunnel such as a rekey, a request to establish a connection, and so on."
750002,750002: Local:(?<src_ip>[0-9.]+):(?<src_port>\d+) Remote:(?<dest_ip>[0-9.]+):(?<dest_port>\d+) Username:(?<user>\S+) (?<reason>.*),An incoming tunnel or SA initiation request (IKE_INIT_SA request) has been received.
750003,750003: Local:(?<src_ip>[0-9.]+):(?<src_port>\d+) Remote:(?<dest_ip>[0-9.]+):(?<dest_port>\d+) Username:(?<user>\S+) Negotiation aborted due to ERROR: (?<reason>.*),The negotiation of an SA was aborted because of the provided error reason.
750004,750004: Local: (?<italic_text>.+) Remote: (?<italic_text_2>.+) Username: (?<user>\S+) Sending COOKIE challenge to throttle possible (?<dos>\S+)$,An incoming connection request was challenged with a cookie based on the cookie challenge thresholds that are configured to prevent a possible DoS attack.
750006,750006: Local: (?<italic_text>.+) Remote: (?<italic_text_2>.+) Username: (?<user>\S+) SA UP\. Reason: (?<reason>\S+)$,"An SA came up for the given reason, such as for a newly established connection or a rekey."
750007,750007: Local: (?<italic_text>.+) Remote: r(?<italic_text_2>.+) Username: (?<user>\S+) SA DOWN\. Reason: (?<reason>\S+)$,"An SA was torn down or deleted for the given reason, such as a request by the peer, operator request (via an administrator action), rekey, and so on."
750008,750008: Local: (?<italic_text>.+) Remote: (?<italic_text_2>.+) Username: (?<user>\S+) SA rejected due to system resource low$,An SA request was rejected to alleviate a low system resource condition.
750009,750009: Local: (?<italic_text>.+) Remote: (?<italic_text_2>.+) Username: (?<user>\S+) SA request rejected due to CAC limit reached: Rejection reason: (?<reason>\S+)$,"A Connection Admission Control (CAC) limiting threshold was reached, which caused the SA request to be rejected."
750010,750010: Local: (?<local_ip>\S+) Remote: (?<remote_ip>\S+) Username:(?<user>\S+) IKEv2 local throttle\-request queue depth threshold of (?<threshold>\S+) reached; increase the window size on peer (?<peer>\S+) for better performance$,"The Secure Firewall ASA overflowed its throttle request queue to the specified peer, indicating that the peer is slow. The throttle request queue holds requests destined for the peer, which cannot be sent immediately because the maximum number of requests allowed to be in-flight based on the IKEv2 window size were already in-flight. As in-flight requests are completed, requests are pulled off of the throttle request queue and sent to the peer. If the peer is not processing these requests quickly, the throttle queue backs up."
750011,750011: Tunnel Rejected: Selected IKEv2 encryption algorithm \((?<italic_text>.+) \) is not strong enough to secure proposed IPSEC encryption algorithm \((?<italic_text_2>.+) \)\.$,The tunnel was rejected because the selected IKEv2 encryption algorithm is not strong enough to secure the proposed IPSEC encryption algorithm.
750012,750012: Selected IKEv2 encryption algorithm \((?<italic_text>.+) \) is not strong enough to secure proposed IPSEC encryption algorithm \((?<italic_text_2>.+) \)\.$,The selected IKEv2 encryption algorithm is not strong enough to secure the proposed IPSEC encryption algorithm.
750013,750013: IKEv2 SA \(iSPI ISPI rRSP rSPI\) Peer Moved: Previous (?<prev_remote_ip>\S+):(?<prev_remote_port>\S+)/(?<prev_local_ip>\S+):(?<prev_local_port>\S+)\. Updated (?<new_remote_ip>\S+):(?<new_remote_port>\S+)/(?<new_local_ip>\S+):(?<new_local_port>\S+)$,"The new mobike feature allows peer IP to be changed without tearing down the tunnel. For example, a mobile device (smartphone) acquires new IP after connecting to a different network.The following list describes the message values:"
750015,750015: Local:(?<italic_text>.+):(?<italic_text_2>.+) Remote:(?<italic_text_3>.+):(?<italic_text_4>.+) Username:(?<italic_text_5>.+) deleting IPSec SA\. Reason: invalid SPI notification received for SPI 0x(?<spi>\S+); local traffic selector = Address Range: (?<italic_text_6>.+)\-(?<italic_text_7>.+) Protocol: (?<italic_text_8>.+) Port Range: (?<italic_text_9>.+)\-(?<italic_text_10>.+) ; remote traffic selector = Address Range: (?<italic_text_11>.+)\-(?<italic_text_12>.+) Protocol: (?<italic_text_13>.+) Port Range: (?<italic_text_14>.+)\-(?<italic_text_15>.+)$,"When an ESP packet gets dropped due to invalid SPI, an INFORMATIONAL exchange with the peer has been added. When peer receives this notification, the child SA causing INVALID_SPI scenario will be cleared, thereby sync the child SAs sooner and reducing the traffic loss. This IKEv2 syslog is introduced when the child SA gets cleared due to INVALID_SPI INFORMATIONAL exchange. The following describes the message values:"
750016,750016: Local:(?<localip_port>\S+) Remote:(?<remoteip_port>\S+) Username:(?<user>\S+) Need to send a DPD message to peer$,The device may have terminated a connection to the peer. Dead peer detection needs to be performed for the specified peer to determine if it is still alive. The following describes the message values:
751001,751001: Failed to complete Diffie\-Hellman operation\. Error: (?<error>\S+)\.$,"A failure to complete a Diffie-Hellman operation occurred, as indicated by the error."
751002,751002: No pre\-shared key or trustpoint configured for self in tunnel group (?<group>\S+)$,The Secure Firewall ASA was unable to find any type of authentication information in the tunnel group that it could use to authenticate itself to the peer.
751004,751004: No remote authentication method configured for peer in tunnel group (?<group>\S+)$,A method to authenticate the remote peer was not found in the configuration to allow the connection.
751006,751006: Certificate authentication failed\. Error: (?<error>\S+)$,A failure related to certificate authentication occurred.
751007,751007: Configured attribute not supported for IKEv2\. Attribute: (?<attribute>\S+)$,A configured attribute could not be applied to the IKE version 2 connection because it is not supported for IKE version 2 connections.
751010,751010: Local: (?<localip_port>\S+) Remote:(?<remoteip_port>\S+) Username: (?<ph_2___group>\S+) Unable to determine self\-authentication method\. No crypto map setting or tunnel group found\.$,A method for authenticating the Secure Firewall ASA to the peer could not be found in either the tunnel group or crypto map.
751011,751011: Failed (?<user>\S+) authentication\. Error: (?<error>\S+)$,A failure occurred during user authentication within EAP for an IKE version 2 remote access connection.
751012,751012: Failure occurred during Configuration Mode processing\. Error: (?<error>\S+)$,A failure occurred during configuration mode processing while settings were being applied to the connection.
751013,751013: Failed to process Configuration Payload request for attribute (?<attribute_id>\S+)\. Error: (?<error>\S+)$,The Configuration Payload request failed to process and generate a Configuration Payload response for an attribute that was requested by the peer.
751014,751014: Warning Configuration Payload request for attribute (?<attribute_id>\S+) could not be processed\. Error: (?<error>\S+)$,A warning occurred while processing a CP request to generate a CP response for a requested attribute.
751015,751015: SA request rejected by CAC\. Reason: (?<reason>\S+)$,The connection was rejected by the call admission control to protect the Secure Firewall ASA based on configured thresholds or conditions indicated by the reason listed.
751017,751017: Configuration Error: (?<error_description>\S+)\.$,An error in the configuration that prevented the connection has been detected.
751018,751018: Terminating the VPN connection attempt from (?<italic_text>.+)\.$,The tunnel group over which the connection is attempted is not the same as the tunnel group set in the group lock.
751019,751019: Failed to obtain an (?<licensetype>\S+) license\. Maximum license limit (?<limit>\S+) exceeded\.$,"A session creation failed because the maximum license limit was exceeded, which caused a failure to either initiate or respond to a tunnel request."
751020,751020: Local:%A:%u Remote:%A:%u Username:%s An %s remote access connection failed\. Attempting to use an NSA Suite B crypto algorithm \(%s\) without an (?<anyconnect>\S+) Premium license\.$,An IKEv2 remote access tunnel could not be created because the AnyConnect Premium license was applied but explicitly disabled with the anyconnect-essentials command in the webvpn configuration mode.
751021,751021: (?<italic_text>.+) with (?<variable_3>\S+) encryption is not supported with this version of the (?<anyconnect>\S+) Client\. Please upgrade to the latest Anyconnect Client\.$,An out-of-date AnyConnect client tried to connect to an Secure Firewall ASA that has IKEv2 with AES-GCM encryption policy configured.
751022,751022: Tunnel rejected: Crypto Map Policy not found for remote traffic selector (?<rem_ts_start>\S+)/(?<rem_ts_end>\S+)/(?<rem_ts_startport>\S+)/(?<rem_ts_endport>\S+)/(?<rem_ts_protocol>\S+) local traffic selector (?<local_ts_start>\S+)/(?<local_ts_end>\S+)/(?<local_ts_startport>\S+)/(?<local_ts_endport>\S+)/(?<local_ts_protocol>\S+)!$,The Secure Firewall ASA was not able to find security policy information for the private networks or hosts indicated in the message. These networks or hosts were sent by the initiator and do not match any crypto ACLs at the Secure Firewall ASA. This is most likely a misconfiguration.
751025,751025:\s*Local\s*:\s*(?:(?<dest_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<dest_host>\S+))\s*:\s*(?<dest_port>\d+)\s+Remote\s*:\s*(?:(?<src_ip>(?:[\d+.]+|[0-9A-Za-f]*:[0-9A-Za-f]*:[0-9A-Za-f:]*))|(?<src_host>\S+))\s*:\s*(?<src_port>\d+)\s+Username\s*:\s*(?<user>.+?(?=\s+Group))\s+Group\s*:\s*(?<group>.+)\s+IPv4\s+[Aa]ddress\s*=\s*(?<assigned_ipv4>\S+)\s+IPv6\s+[Aa]ddress\s*=\s*(?<assigned_ipv6>\S+)\s+(?<vendor_action>\S+),This message displays the assigned IP address information for the AnyConnect IKEv2 connection of the specified user.
